PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL
249515;1;SÃO PAULO;FUBA YOKI PCT 500G 45;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;162
249621;1;SÃO PAULO;BISC NESFIT COCO 200G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;192
249645;1;SÃO PAULO;AVOCADO GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;2812
249690;1;SÃO PAULO;PEX SEC SALG TIPO BAC POLACA KG;PERECIVEIS;PEIXARIA;BACALHAU;JARDIM PAULISTA;May-2019;PA;0
249713;1;SÃO PAULO;BISC NESFIT LEITE E MEL 200G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;194
249768;1;SÃO PAULO;GUARD LIPS FOLHA DUPLA 24X23,5 C/50;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;May-2019;PA;912
249782;1;SÃO PAULO;BISC MAIZENA TOSTINES 200G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;May-2019;PA;276
249799;1;SÃO PAULO;GUARD LIPS FOLHA DUP 33,5X33 C/50;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;May-2019;PA;797
249874;1;SÃO PAULO;LA ACO BOM BRIL C/8 60G;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;1199
249966;1;SÃO PAULO;LTE CONDS MOCA LTA 395G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;May-2019;PA;5300
250016;1;SÃO PAULO;LENTILHA YOKI PCT 500G 55;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;2045
250078;1;SÃO PAULO;LPA CARP KARPEX 500ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;470
250160;1;SÃO PAULO;MAC INST ESPAGUETE T5 NISSIN 500G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;May-2019;PA;63
250177;1;SÃO PAULO;BANANA MACA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;2307
250283;1;SÃO PAULO;LASANHA COM OVOS ADRIA 500G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;May-2019;PA;160
250290;1;SÃO PAULO;MAC C/ OVOS RENATA ESPAG N8 500G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;May-2019;PA;168
250382;1;SÃO PAULO;MELAO GALIA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;44
250399;1;SÃO PAULO;BANANA NANICA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;18912
250474;1;SÃO PAULO;BANANA PRATA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;32899
250542;1;SÃO PAULO;CAQUI CHOCOLATE GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;408
250672;1;SÃO PAULO;CAFE SOL NESCAFE ORIGINAL VD 100 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;454
250696;1;SÃO PAULO;CAQUI IMPORTADO KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;31
250702;1;SÃO PAULO;CAFE TM PILAO TRAD 250 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;820
250719;1;SÃO PAULO;CAFE TM PILAO TRAD 500 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;May-2019;PA;7829
250757;1;SÃO PAULO;CAQUI FUYU NAC GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;2078
250764;1;SÃO PAULO;CANJICA CRISTAL YOKI 500G 029;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;127
250825;1;SÃO PAULO;CEREJA IMP GNEL;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
250870;1;SÃO PAULO;CER KELLOGGS CORN FLK CX 200G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;May-2019;PA;525
250900;1;SÃO PAULO;CER KELLOGGS SUCRI CX 300G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;May-2019;PA;1371
250917;1;SÃO PAULO;INSET RAID ISCA C/6 MATA BARATA C/6;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;213
250986;1;SÃO PAULO;ISCA FILE DE AVESTRUZ CONG;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;May-2019;PA;0
251051;1;SÃO PAULO;DAMASCO IMP GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
251082;1;SÃO PAULO;ACHOC NESCAU PRONTINHO 200ML;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;May-2019;PA;1345
251099;1;SÃO PAULO;MOLHO PIM TABASCO ORIGINAL 60ML;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;1413
251129;1;SÃO PAULO;FRUTA DO CONDE GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;147
251136;1;SÃO PAULO;GOIABA BRANCA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;799
251143;1;SÃO PAULO;GOIABA VERMELHA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;1197
251174;1;SÃO PAULO;GRAPFRUITT IMP GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;631
251204;1;SÃO PAULO;NESTON VIT MAM/BAN/MCA LT 400G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;May-2019;PA;24
251266;1;SÃO PAULO;ACHOC TODDYNHO CHOC TP 200ML;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;May-2019;PA;2995
251280;1;SÃO PAULO;KIWI IMP GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;3550
251372;1;SÃO PAULO;PAO FORMA S/CASCA WICKBOLD 350G 01;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;May-2019;PA;1206
251419;1;SÃO PAULO;PAO HAMB NOSSO PAO C/4 200G 01;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;May-2019;PA;405
251457;1;SÃO PAULO;PAO HOT DOG NOSSO PAO C/4 200G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;May-2019;PA;526
251488;1;SÃO PAULO;PAO PRETO CLASSICOS WICKBOLD 500G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;May-2019;PA;0
251501;1;SÃO PAULO;CERV BRAHMA CHOPP LTA 350ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;May-2019;PA;1076
251600;1;SÃO PAULO;PAO GRAO SABOR WICKBOLD 500G 01;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;May-2019;PA;620
251938;1;SÃO PAULO;POLPA TOMATE POMODORO TP 520G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;982
251952;1;SÃO PAULO;CERV SKOL LTA 350ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;May-2019;PA;2369
252126;1;SÃO PAULO;POLVILHO DOCE YOKI 500G 063;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;504
252133;1;SÃO PAULO;PRE LAV RESOLV 450ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;867
252157;1;SÃO PAULO;REFRI GUARANA ZERO ANTARCTIC 350ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;May-2019;PA;3296
252249;1;SÃO PAULO;CAQUI RAMAFORTE GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;2465
252263;1;SÃO PAULO;GOMA MASC BUBBALOO MORANGO C/10 50G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;4
252317;1;SÃO PAULO;KIT CHURRASCO BOV RESF KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;May-2019;PA;100
252379;1;SÃO PAULO;SOPA MAGGI CARNE C CONCH 63G 5444;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;32
252409;1;SÃO PAULO;SOPA MAGGI GALINHA CARROZ 70G 5443;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;43
252423;1;SÃO PAULO;SOPA MAGGI GALINHA C FID 60G 5446;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;117
252447;1;SÃO PAULO;REFRI COCA-COLA LTA 350ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;May-2019;PA;2766
252454;1;SÃO PAULO;REFRI COCA-COLA PET 2L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;May-2019;PA;3935
252492;1;SÃO PAULO;SUCO CAJU MAGUARY 500ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;198
252508;1;SÃO PAULO;SUC CON MAGUARY MARACUJA 500ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;688
252638;1;SÃO PAULO;RUM BACARDI CARTA OURO GFA 980ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;113
252645;1;SÃO PAULO;RUM BACARDI CARTA BLANCA GFA 980ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;264
252669;1;SÃO PAULO;SAB LUX BUQUE DE JASMIM 85G;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;213
252690;1;SÃO PAULO;GOMA TRIDENT MENTA C/4 32G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;105
252898;1;SÃO PAULO;DOCINHO MOCA CHOCOLATE CREM 380G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;May-2019;PA;57
252928;1;SÃO PAULO;COND SAZON AVES/PEIXES 60G 927;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;11
252997;1;SÃO PAULO;SALSICHA VIENA BORDON LTA 180G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;3
253000;1;SÃO PAULO;SAPON SAPOLEO RADIUM 300ML ORIGINAL;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;739
253017;1;SÃO PAULO;COND SAZON CAR/LEG/ARROZ 60G 1928;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;27
253031;1;SÃO PAULO;SAPON SAPOLEO RADIUM 300G;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;57
253079;1;SÃO PAULO;SH JJ BABY 200ML INF CAMOM;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;May-2019;PA;96
253109;1;SÃO PAULO;CONHA PRESIDENTE GFA 900ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;154
253185;1;SÃO PAULO;CREME MAGGI CEBOLA 68G 5385;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;643
253383;1;SÃO PAULO;DESINF KALIPTO EUCAL 750ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;279
253390;1;SÃO PAULO;DESINF PINHO SOL 500ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;354
253420;1;SÃO PAULO;LAVA ROUPAS COQUEL 500ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;461
253437;1;SÃO PAULO;DET LIQ LIMPOL NEUTRO 500ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;885
253581;1;SÃO PAULO;SUC YAKULT MCA TP 200ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;2834
253628;1;SÃO PAULO;TALCO JOHNSONS BABY PURA 200G;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;256
253635;1;SÃO PAULO;TEMP AJI-SAL PET 100G 8201;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;65
253642;1;SÃO PAULO;TEMP AJINOMOTO REFIL 100G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;108
253659;1;SÃO PAULO;TEMP AJINOMOTO PET 100G 1101;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;106
253680;1;SÃO PAULO;TEMP SABOR AMI COMP ALHO/SAL 300G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;11
253697;1;SÃO PAULO;TEMP SABOR AMI COMP C/PIMENTA 300G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;25
253703;1;SÃO PAULO;TEMP SABOR AMI COMP S/PIMENTA 300G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;May-2019;PA;62
253826;1;SÃO PAULO;TRIGO KIBE YOKI PCT 500G 075;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;May-2019;PA;256
253901;1;SÃO PAULO;VH BCO MARCUS JAMES RIESLING 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;152
254090;1;SÃO PAULO;RECHEIO DE FGO E ALHO PORO P LANCHE;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254106;1;SÃO PAULO;LOMBO COM MOLHO DE MACA E CANELA;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;May-2019;PA;0
254120;1;SÃO PAULO;MOLHO DE MACA COM CANELA;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;May-2019;PA;0
254137;1;SÃO PAULO;MOLHO DE BRIE COM DAMASCO;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;May-2019;PA;0
254151;1;SÃO PAULO;VH ITA TTO CORVO 750M;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;712
254175;1;SÃO PAULO;SANDUICHE APERIT MIGA BABAGANUCHE;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254182;1;SÃO PAULO;VH ITA TTO VALPOLICELLA BOLLA 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;0
254199;1;SÃO PAULO;VH PORT ROSE CALAMARES 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;1413
254205;1;SÃO PAULO;VH PORT VERDE TTO CASAL GARCIA 750M;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;1238
254212;1;SÃO PAULO;SANDUICHE APE MIGA FGO COM AZEITONA;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254229;1;SÃO PAULO;SANDUICHE APE MIGA FGO C ALHO PORO;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254243;1;SÃO PAULO;VH TTO ALMADEN MERLOT 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;53
254267;1;SÃO PAULO;RECHEIO BABAGANUCHE PARA LANCHE;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254281;1;SÃO PAULO;RECHEIO DE FGO E MILHO PARA LANCHE;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254328;1;SÃO PAULO;RECHEIO SHITAKE E ESPINAFRE P LANCH;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254359;1;SÃO PAULO;FAROFA SALGADA D GOIAS;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;May-2019;PA;220
254373;1;SÃO PAULO;WHIS DRURYS GFA 1L;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;0
254571;1;SÃO PAULO;SANDUICHE MIGA BABAGANUCHE AUT;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254588;1;SÃO PAULO;SANDUICHE MIGA FRANGO AZEITONA AUT;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254595;1;SÃO PAULO;SANDUICHE MIGA FRANGO COM ALHO PORO;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;May-2019;PA;0
254663;1;SÃO PAULO;BOLO RED VELVET RECHEIO BRIGAD KG;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;May-2019;PA;825
254687;1;SÃO PAULO;HAMB BOV PERDI CX 672G HBE128;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;214
254694;1;SÃO PAULO;HAMB BOV SADIA 672G HBPE;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;873
254724;1;SÃO PAULO;BOLO RED VELVET FRUTAS NOZES KG;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;May-2019;PA;223
254748;1;SÃO PAULO;BOLO BABA MOCA CAST DO PARA KG;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;May-2019;PA;0
255189;1;SÃO PAULO;LTE FERM YAKULT BJ C/6 480G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;May-2019;PA;7660
255301;1;SÃO PAULO;CR VEG BECEL C/S 250G UN BOC250;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;May-2019;PA;0
255325;1;SÃO PAULO;MARG QUALY CREM C/S 250G MDQS;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;May-2019;PA;376
255332;1;SÃO PAULO;MARG QUALY CREM S/S 250G;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;May-2019;PA;323
255349;1;SÃO PAULO;MASSA FOLHADA CONG AROSA 400G UN;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;May-2019;PA;368
255370;1;SÃO PAULO;MEDALHAO LOMBO BACALHAU KG;PERECIVEIS;PEIXARIA;BACALHAU;JARDIM PAULISTA;May-2019;PA;4428
255431;1;SÃO PAULO;POSTA DE BACALHAU COM PELE KG;PERECIVEIS;PEIXARIA;BACALHAU;JARDIM PAULISTA;May-2019;PA;3071
255653;1;SÃO PAULO;QJ MINAS FCO DANUBIO 500G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;1215
255660;1;SÃO PAULO;QJ MINAS FCO DANUBIO LIGHT 500G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;1407
255677;1;SÃO PAULO;QJ PARM RAL FAIXA AZUL 50G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;1516
256025;1;SÃO PAULO;QJ MINAS ART TRADICOES D FARM KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
257008;1;SÃO PAULO;QJ MINAS FCAL XANDO KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;656
257411;1;SÃO PAULO;ALCATRA BOV GRILL RESF KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;May-2019;PA;0
257602;1;SÃO PAULO;LOMBO TEMPERADO CONG PERDIGAO;PERECIVEIS;CARNES;SUINOS E OUTROS;JARDIM PAULISTA;May-2019;PA;0
257664;1;SÃO PAULO;QA QUEIJO COALHO TRAD QUALITA KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;91
257688;1;SÃO PAULO;QA QUEIJO COALHO COND QUALITA KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
257763;1;SÃO PAULO;BIFE DE CHORIZO BOV RESF KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;May-2019;PA;0
258050;1;SÃO PAULO;FRALDINHA EXTRA LIMPA WESSEL KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;May-2019;PA;1209
258241;1;SÃO PAULO;DUCKBEEF BOV RESF KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;May-2019;PA;0
258333;1;SÃO PAULO;SALADA GOURMET PCT 200GR ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;May-2019;PA;0
258531;1;SÃO PAULO;BANANA BABY;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;659
258548;1;SÃO PAULO;BANANA TERRA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;1781
258579;1;SÃO PAULO;CARAMBOLA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;27
258586;1;SÃO PAULO;CIDRA NAC GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
258630;1;SÃO PAULO;COCO SECO GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;318
258838;1;SÃO PAULO;GRAVIOLA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;65
258944;1;SÃO PAULO;JACA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;17
259040;1;SÃO PAULO;LICHIA KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
259163;1;SÃO PAULO;MAMAO PAPAYA GOLDEN GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;30711
259347;1;SÃO PAULO;MELAO CHARANTEAIS KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;0
259385;1;SÃO PAULO;MELAO AMARELO REI KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;20660
259620;1;SÃO PAULO;TANGERINA CRAVO GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;357
259729;1;SÃO PAULO;PERA ASIATICA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;372
259811;1;SÃO PAULO;PERA ANGELYS KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;18
259927;1;SÃO PAULO;ROMA GRANEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;535
260022;1;SÃO PAULO;LOMBO DEFUMADO MAGAZZINO FATIADO;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;May-2019;PA;59
260282;1;SÃO PAULO;NECTARINA IMP GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;May-2019;PA;481
261234;1;SÃO PAULO;QUEIJO CABRA FRESCO MIX ERVAS KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;244
261265;1;SÃO PAULO;QUEIJO CABRA TP BUCHETTE PAPRI KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;18
261319;1;SÃO PAULO;QUEIJO CABRA TP BUCHETTE E.FINAS KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;243
261326;1;SÃO PAULO;QUEIJO CABRA TP BUCHETTE NAT KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
261333;1;SÃO PAULO;QUEIJO CABRA TP CAMEMBERT KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
261340;1;SÃO PAULO;QUEIJO CABRA TIPO FETA KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;0
261357;1;SÃO PAULO;QUEIJO CABRA TP CAPRINO ROMANO KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;May-2019;PA;483
261388;1;SÃO PAULO;BACALHAU EVISCERADO;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
261449;1;SÃO PAULO;HADDOCK EVISCERADO;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
261463;1;SÃO PAULO;SAITHE EVISCERADO;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;May-2019;PA;0
