PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL JUNHO
1063263;1;SÃO PAULO;BISCOITO CARAMELIZADO BISCOFF 124G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;613
1150464;1;SÃO PAULO;LOMBO SUINO SALG PRIETO 400GR;PERECIVEIS;PEREC COMPLEMENTAR;SALGADOS E DEFUMADOS;JARDIM PAULISTA;June-2019;PA;627
4805182;1;SÃO PAULO;SOB DANETTE CHOC C/4 360G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;575
1188234;1;SÃO PAULO;QA AMEIXA SECA S/CAROCO NAC PT 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;335
1019825;1;SÃO PAULO;VH TTO CHI PALO ALTO BLEND 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;506
1100067;1;SÃO PAULO;ORG ACAI PURO SAMBAZON 400G;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;419
1079109;1;SÃO PAULO;FRANGO ORGANICO VAPZA 250G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;387
1018812;1;SÃO PAULO;LIMP CIF CREMOSO 250ML BRANCO;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;628
2086569;1;SÃO PAULO;MOLHO TOM BARILLA OLIVE VD 400G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;640
1117610;1;SÃO PAULO;VH ITA TTO SUAVE VALD EMIL 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;535
321600;1;SÃO PAULO;BOLO DE CHOC/NOZES FP;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;549
160070;1;SÃO PAULO;REFRI FANTA LARANJA PET 600ML;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;724
4443001;1;SÃO PAULO;MP BATATA BOLINHA 1KG CD;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;446
4697930;1;SÃO PAULO;FLOR KALANCHOE PT15;BAZAR;PET E JARDIM;JARDINAGEM;JARDIM PAULISTA;June-2019;PA;671
1165210;1;SÃO PAULO;QJ PARM RAL TEIXEIRA 100G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;684
3904008;1;SÃO PAULO;OVINHOS AMEND ELMA CHIPS 100G;MERCEARIA;MERC COMPLEMENTAR;SALGADINHOS/APERIT;JARDIM PAULISTA;June-2019;PA;575
1161886;1;SÃO PAULO;GIN SUMMER SPIRIT 750ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;482
4347262;1;SÃO PAULO;REFRI COCA-COLA ZERO LTA 350ML C/6;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;506
1067666;1;SÃO PAULO;PROT CAREFREE TODO DIA LV 80 PG 60;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART HIGIENICOS;JARDIM PAULISTA;June-2019;PA;253
1182376;1;SÃO PAULO;QA GRANOLA LGH UVA BAN DAM MAC 800G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;774
3285688;1;SÃO PAULO;PITAYA VERMELHA NAC CD UN;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;410
250825;1;SÃO PAULO;CEREJA IMP GNEL;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;1.117,00
471145;1;SÃO PAULO;SOBRECOXA FGO TEMP RESF KG;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;524
1038631;1;SÃO PAULO;IOG NATURAL DESNATADO ATILATTE 170G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;513
352109;1;SÃO PAULO;PAO SOVADO PANCO 500GR;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;June-2019;PA;529
2488752;1;SÃO PAULO;AG MINER ITA SAN PELEGR GFA 750ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;652
1088599;1;SÃO PAULO;PASSATA TOMATE MUTTI 400G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;516
1151845;1;SÃO PAULO;BOLINHO BAC GOURMET FERRAZ F 300G;PERECIVEIS;PEIXARIA;PEIXES CONGELADOS;JARDIM PAULISTA;June-2019;PA;473
1174831;1;SÃO PAULO;VH CHI TTO MONTES ALPHA CARM 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;371
3795095;1;SÃO PAULO;LTE COND PIRACANJUBA TP 395G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;430
121231;1;SÃO PAULO;MARGARINA FORNO E FOGAO 400GR;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;544
1142193;1;SÃO PAULO;ORG AZEITE PORT ESPORAO ORG 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;June-2019;PA;465
1041756;1;SÃO PAULO;ORG BEB ARROZ AVELA ISOLBIO EDG 1LT;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;508
1051683;1;SÃO PAULO;PAO SUPREME 100 INTEGRAL 600G NUTR;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;June-2019;PA;644
1133356;1;SÃO PAULO;KIBE BOV SADIA CXTA 500G KBC;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;612
1138097;1;SÃO PAULO;MIX DE BERRIES 200G;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;574
2112121;1;SÃO PAULO;CR DENT C/2 COLG MINT 90G TT12 DESC;MERCEARIA;PERFUMARIA;HIGIENE ORAL;JARDIM PAULISTA;June-2019;PA;725
1022954;1;SÃO PAULO;MAC C/ OVOS BARILLA PENNE 500GR;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;June-2019;PA;598
1179136;1;SÃO PAULO;MIX LISA BABY SALANOVA;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;693
2403434;1;SÃO PAULO;CR DEN COLG ADVANCED 90G;MERCEARIA;PERFUMARIA;HIGIENE ORAL;JARDIM PAULISTA;June-2019;PA;416
262828;1;SÃO PAULO;SOBRECOXA FGO S/PELE RESF SEARA KG;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;740
1034693;1;SÃO PAULO;VH AFR NEDER FOUND ROSE 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;583
1149343;1;SÃO PAULO;SORV MOUSSE LIMAO KIBON 1,3L;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;394
3234761;1;SÃO PAULO;VH CHI TTO STA RITA 120 CARM 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;958
3110973;1;SÃO PAULO;LING DEF FININHA SADIA 240G LCOSP;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS;JARDIM PAULISTA;June-2019;PA;592
1018977;1;SÃO PAULO;VH CHI TTO STA RITA 120 BLEND 750M;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;1.108,00
4605645;1;SÃO PAULO;MOL TOM SALSARETI CLAS VD 500G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;545
7866005;1;SÃO PAULO;ADES ORIGINAL TP 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;594
1097480;1;SÃO PAULO;QA LAVA ROUPAS COCO QUALITA CX 500G;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;557
1439984;1;SÃO PAULO;CERV MALZBIER BRAHMA LTA 350ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA;510
2045559;1;SÃO PAULO;MANT EXT PRESIDENT TABLETE S/S 200G;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;1.106,00
4897200;1;SÃO PAULO;TOALHA UMED PAMPERS SENSITIVE C/56;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART HIGIENICOS;JARDIM PAULISTA;June-2019;PA;654
40372;1;SÃO PAULO;MORT BOLOGNA OURO PERDIGAO FAT MBB;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;377
2411422;1;SÃO PAULO;ESPUM CSA PERINI BRUT CHARMAT 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;441
4125259;1;SÃO PAULO;ACHOC TODDY LIGHT 380G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;1.105,00
4378150;1;SÃO PAULO;BISC MAIZENA BAUDUCCO 170G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;575
261494;1;SÃO PAULO;TQ ORG BANANA PRATA KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;582
1402452;1;SÃO PAULO;AG MINERAL EVIAN 500ML PET;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;144
3348727;1;SÃO PAULO;ESSENCIA BAUN FCO FLEISCHMANN 30ML;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;642
1109246;1;SÃO PAULO;VH AUS TT MC GUIGAN PRIV SHIRAZ 750;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;848
2510453;1;SÃO PAULO;MINI PAO RUSTICO DE UVAS PASSA 60G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;514
3191538;1;SÃO PAULO;HAMB FRALDINHA WESSEL 360G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;535
3286548;1;SÃO PAULO;LTE FERM CHAMYTO BIG 720G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;476
6026714;1;SÃO PAULO;MAC INT ITA BARILLA SPAGHET N5 500G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;June-2019;PA;1.023,00
6274665;1;SÃO PAULO;KINDER CHOCOLATE T4 50G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;597
8748980;1;SÃO PAULO;GOMA MASC MENTOS PURE WHITE 56G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;629
475;1;SÃO PAULO;TIRAS COXAO MOLE BOV RESF KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;359
219365;1;SÃO PAULO;CHOC SUI LINDT LINDOR MILK 100G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;86
1172941;1;SÃO PAULO;GIN BEEFEATER PINK 750ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;286
249119;1;SÃO PAULO;FAR MANDIOCA CR YOKI 500G 037;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;June-2019;PA;605
1182379;1;SÃO PAULO;QA GRANOLA LGH SOJA CACAU LINH 800G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;505
3191521;1;SÃO PAULO;HAMB PICANHA WESSEL 360G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;649
1109235;1;SÃO PAULO;VH CHI TTO SECRET RSV BLEND 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;789
1085443;1;SÃO PAULO;QA AMEIXA C/CAROCO 250G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;573
1171538;1;SÃO PAULO;QA ESPONJA ANTIADERE NAO RISCA LJR;MERCEARIA;LIMPEZA/DESCARTAVEIS;UTENSILIOS LIMPEZA;JARDIM PAULISTA;June-2019;PA;854
2404783;1;SÃO PAULO;ADOC LIQ ZERO CAL 200ML;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;690
3896518;1;SÃO PAULO;CAFE TM SANTO GRAO 250 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;525
4165415;1;SÃO PAULO;VH ARG TTO ALAMOS CABE SAUV 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;769
1088889;1;SÃO PAULO;PALMITO GDC INT ACAI 530G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;370
1156594;1;SÃO PAULO;BEBIDA DE AVEIA CACAU NESFIT 1L;MERCEARIA;MERCEARIA BASICA;LEITE LONGA VIDA;JARDIM PAULISTA;June-2019;PA;154
4218241;1;SÃO PAULO;PAO QUEIJO GOURMET F MINAS 300G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;602
1104675;1;SÃO PAULO;QUIBE CARNE BOVINA KORIN 500G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;539
1127344;1;SÃO PAULO;QA CASTANHA DE CAJU GRA XEREM 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;453
171397;1;SÃO PAULO;ALFACE MIMOSA EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;425
1135266;1;SÃO PAULO;QA MIX UVAS PASSAS QUALITA 250G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;641
1164067;1;SÃO PAULO;AZEITE PORT EV EA VD 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;June-2019;PA;372
1197464;1;SÃO PAULO;PIZZA PORTUGUESA PA 615G;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;655
2072050;1;SÃO PAULO;QJ CAMEMBERT POLENGUI 125G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;727
4110521;1;SÃO PAULO;ALV S/CLORO VANISH 500ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;568
787680;1;SÃO PAULO;SEC MAQ LAVAR LOUCA SUN 100ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;586
1097421;1;SÃO PAULO;TORTINHA DE FRANGO CATUPIRY 420G;PERECIVEIS;PEREC COMPLEMENTAR;CONGELADOS SALGADOS;JARDIM PAULISTA;June-2019;PA;703
7624780;1;SÃO PAULO;FOCACCIA CALABRESA E QUEIJO 220G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;516
241182;1;SÃO PAULO;QJ PARMESAO QUATA RALADO;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;677
2460307;1;SÃO PAULO;QA AMENDOIM TOR SAL S PELE 180G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;564
3843420;1;SÃO PAULO;VH TO BAR GUE RSVA PINOT NOIR 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;579
1115117;1;SÃO PAULO;QJ PRATO LIGHT FATIADO 150G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;692
1791877;1;SÃO PAULO;PAO ESPECIAL P/LANCHE C/VITORIA300G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;June-2019;PA;517
1123838;1;SÃO PAULO;VH PORT TTO DOM JOSE RUBY 750M;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;846
1153597;1;SÃO PAULO;QA PACOCA ROLHA 340G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;572
1182311;1;SÃO PAULO;TQ SUCO DE UVA INTEGRAL TAEQ 900 ML;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;635
4448853;1;SÃO PAULO;QA SALADA CAMPESTRE HIG 170G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;622
1008448;1;SÃO PAULO;CREAM CHEESE PHILADELPHIA 300G;PERECIVEIS;PEREC COMPLEMENTAR;LATICINIOS E MASSAS;JARDIM PAULISTA;June-2019;PA;243
3987001;1;SÃO PAULO;CR DENT COLG TT12 PROF WHITEN 70G;MERCEARIA;PERFUMARIA;HIGIENE ORAL;JARDIM PAULISTA;June-2019;PA;723
785990;1;SÃO PAULO;LIC ITA FRANGELICO 700ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;271
1110452;1;SÃO PAULO;ACAI COM MORANGO DE MARCHI 910G;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;522
3738542;1;SÃO PAULO;PAO FORMA SEVEN BOYS 500G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;June-2019;PA;503
4299004;1;SÃO PAULO;IOG LIQ FAZENDA BATIDO 500G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;593
4393788;1;SÃO PAULO;BATATA PALHA ELMA CHIPS 80G;MERCEARIA;MERC COMPLEMENTAR;SALGADINHOS/APERIT;JARDIM PAULISTA;June-2019;PA;504
5124640;1;SÃO PAULO;CDS VH PORT TTO DOURO 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;514
191609;1;SÃO PAULO;FILE FGO RESF ATENDIMENTO KG;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;568
238366;1;SÃO PAULO;QJ PROVOLONE VIGOR KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;599
5665655;1;SÃO PAULO;MC ESTRELIZIA COOPFL ED;BAZAR;PET E JARDIM;JARDINAGEM;JARDIM PAULISTA;June-2019;PA;681
1036567;1;SÃO PAULO;VH CAL R.MOND WOOD PINOT NOIR 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;659
5979714;1;SÃO PAULO;GENGIBRE CONSERVA 85G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;526
337113;1;SÃO PAULO;CARA GNEL KG;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;728
798341;1;SÃO PAULO;CAFE SOL NESCAFE MATINAL VD 100 GR;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;557
1105056;1;SÃO PAULO;REFRI GUARANA ANTARCTICA PET 2L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;774
1187201;1;SÃO PAULO;BATATA RUFFLES QUEIJO 90G;MERCEARIA;MERC COMPLEMENTAR;SALGADINHOS/APERIT;JARDIM PAULISTA;June-2019;PA;460
1373080;1;SÃO PAULO;TEMAKI DE CAMARAO 110G;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;539
1018117;1;SÃO PAULO;IOG. GREGO DANONE FRUTAS VERM. 400G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;573
4983712;1;SÃO PAULO;CHOC FRA LINDT EXCELL 85PORC 100GR;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;85
1110247;1;SÃO PAULO;LTE FERM ACT LIQ MORANGO 170G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;528
1172106;1;SÃO PAULO;AMAC COMFORT CONC INT SPORT 1LT;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;525
247986;1;SÃO PAULO;CHOC SUI LINDT CRESTA 100G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;869
251457;1;SÃO PAULO;PAO HOT DOG NOSSO PAO C/4 200G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA INDUSTRIALI;JARDIM PAULISTA;June-2019;PA;552
7862045;1;SÃO PAULO;FILE DE POLACA ALASKA 800 G;PERECIVEIS;PEIXARIA;PEIXES CONGELADOS;JARDIM PAULISTA;June-2019;PA;639
195270;1;SÃO PAULO;MOLHO SAKURA TRADICIONAL PET 500ML;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;605
1117525;1;SÃO PAULO;MOL ZUCCHI C/AZEI E TRUFA BCA 250ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;June-2019;PA;530
1163450;1;SÃO PAULO;VH PORT TTO EA 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;738
1181912;1;SÃO PAULO;TOMATE PICADO CASINO 400G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;242
4892359;1;SÃO PAULO;QA TOMATE CEREJA RAMA 200G;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;539
5169702;1;SÃO PAULO;CERV AMERICANA BROOKLYN IPA 355ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA;514
194877;1;SÃO PAULO;QJ MINAS TP ARTESANAL ARAXA KG;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;724
1176345;1;SÃO PAULO;TR MACHA OMO EX PODE BR REFIL 380G;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;654
6064037;1;SÃO PAULO;QA AZEI EX VIR ESP QUALITA 500ML;MERCEARIA;MERCEARIA BASICA;OLEOS E AZEITES;JARDIM PAULISTA;June-2019;PA;224
2207087;1;SÃO PAULO;LIMP PERF VEJA PERF NT LVDA 1L;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;703
2282824;1;SÃO PAULO;COCO VERDE DESCASCADO UND;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;552
8661975;1;SÃO PAULO;QA SACO PARA LIXO QUALITA 30 LITROS;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;June-2019;PA;444
1992014;1;SÃO PAULO;LIMP M-USO VEJA MCA VDE 500ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;519
2251110;1;SÃO PAULO;MP VH PORT PORTO COMENDA RUBY 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;584
4273141;1;SÃO PAULO;LING PORT RSF PERDIGAO 400G LPV;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS;JARDIM PAULISTA;June-2019;PA;449
55369;1;SÃO PAULO;REF STROG/BAT PALHA/ARROZ;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;588
222617;1;SÃO PAULO;VH PORT TTO DAO GRAO VASCO 750ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;562
1110869;1;SÃO PAULO;PANETONE GOTAS DE CHOCOLATE FP500gr;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;608
1395631;1;SÃO PAULO;LING LOMBO SUINO PRIETO 600G;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;652
8585547;1;SÃO PAULO;CERV BRASIL COLORADO INDICA 600 ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA;743
235570;1;SÃO PAULO;BATATA ASTERIX GRANEL KG;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;486
1022953;1;SÃO PAULO;MAC C/ OVOS BARILLA LINGUINE 500G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;June-2019;PA;520
1098610;1;SÃO PAULO;TQ QUINUA GRAOS TAEQ 300G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;290
1170884;1;SÃO PAULO;CAFE CAPS LAVAZZA DECISO 10UN;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;784
254151;1;SÃO PAULO;VH ITA TTO CORVO 750M;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;June-2019;PA;359
1087428;1;SÃO PAULO;HOMUS COM MATBUKA 200 GR;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;441
8661982;1;SÃO PAULO;QA SACO PARA LIXO QUALITA 50 LITROS;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;June-2019;PA;577
1064067;1;SÃO PAULO;IOG GREGO NESTLE LIGHT MARAC 360G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;591
632645;1;SÃO PAULO;DESINF PINHO BRIL CAMPOS LAVAND 1L;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;434
